Gene	"Gene synonym"	Ensembl	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"	Evidence	"HPA evidence"	"UniProt evidence"	"NeXtProt evidence"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA tissue specific nTPM"	"RNA single cell type specificity"	"RNA single cell type distribution"	"RNA single cell type specificity score"	"RNA single cell type specific nTPM"	"RNA cancer specificity"	"RNA cancer distribution"	"RNA cancer specificity score"	"RNA cancer specific FPKM"	"RNA brain regional specificity"	"RNA brain regional distribution"	"RNA brain regional specificity score"	"RNA brain regional specific nTPM"	"RNA blood cell specificity"	"RNA blood cell distribution"	"RNA blood cell specificity score"	"RNA blood cell specific nTPM"	"RNA blood lineage specificity"	"RNA blood lineage distribution"	"RNA blood lineage specificity score"	"RNA blood lineage specific nTPM"	"RNA cell line specificity"	"RNA cell line distribution"	"RNA cell line specificity score"	"RNA cell line specific nTPM"	"RNA tissue cell type enrichment"	"RNA mouse brain regional specificity"	"RNA mouse brain regional distribution"	"RNA mouse brain regional specificity score"	"RNA mouse brain regional specific nTPM"	"RNA pig brain regional specificity"	"RNA pig brain regional distribution"	"RNA pig brain regional specificity score"	"RNA pig brain regional specific nTPM"	Antibody	"Reliability (IH)"	"Reliability (Mouse Brain)"	"Reliability (IF)"	"Subcellular location"	"Secretome location"	"Secretome function"	"CCD Protein"	"CCD Transcript"	"Blood concentration - Conc. blood IM [pg/L]"	"Blood concentration - Conc. blood MS [pg/L]"	"Blood expression cluster"	"Tissue expression cluster"	"Brain expression cluster"	"Cell line expression cluster"	"Single cell expression cluster"	Interactions	"Subcellular main location"	"Subcellular additional location"	"Antibody RRID"	"Pathology prognostics - Breast cancer"	"Pathology prognostics - Cervical cancer"	"Pathology prognostics - Colorectal cancer"	"Pathology prognostics - Endometrial cancer"	"Pathology prognostics - Glioma"	"Pathology prognostics - Head and neck cancer"	"Pathology prognostics - Liver cancer"	"Pathology prognostics - Lung cancer"	"Pathology prognostics - Melanoma"	"Pathology prognostics - Ovarian cancer"	"Pathology prognostics - Pancreatic cancer"	"Pathology prognostics - Prostate cancer"	"Pathology prognostics - Renal cancer"	"Pathology prognostics - Stomach cancer"	"Pathology prognostics - Testis cancer"	"Pathology prognostics - Thyroid cancer"	"Pathology prognostics - Urothelial cancer"
SLC5A3	"SMIT, SMIT1"	ENSG00000198743	"Solute carrier family 5 member 3"	P53794	21	34073578-34106260	"Metabolic proteins, Predicted membrane proteins, Transporters"	"Ion transport, Sodium transport, Symport, Transport"			"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in all"		"kidney: 28.0;thyroid gland: 24.5"	"Cell type enhanced"	"Detected in many"		"Collecting duct cells: 124.5"	"Cancer enhanced"	"Detected in all"		"thyroid cancer: 22.3"	"Region enriched"	"Detected in all"	4	"choroid plexus: 208.2"	"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in all"			"Testis - Sertoli cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA029791			Supported	"Plasma membrane"			NA	NA			"Cluster 30: Non-specific - DNA binding"	"Cluster 52: Kidney - Transmembrane transport"	"Cluster 36: Choroid plexus - Mixed function"	"Cluster 69: Skin cancer - ECM organization"	"Cluster 80: Non-specific - Transcription"		"Plasma membrane"		"HPA029791: AB_10601892"	"unprognostic (9.70e-2)"	"unprognostic (4.99e-2)"	"unprognostic (2.23e-1)"	"unprognostic (7.57e-2)"	"unprognostic (1.07e-1)"	"unprognostic (4.54e-2)"	"unprognostic (4.48e-3)"	"unprognostic (1.63e-1)"	"unprognostic (3.02e-2)"	"unprognostic (2.55e-1)"	"prognostic unfavorable (1.98e-5)"	"unprognostic (1.30e-1)"	"prognostic unfavorable (4.72e-4)"	"unprognostic (1.82e-1)"	"unprognostic (1.82e-1)"	"unprognostic (2.21e-1)"	"unprognostic (8.60e-2)"
SLC7A7	"LPI, y+LAT-1"	ENSG00000155465	"Solute carrier family 7 member 7"	Q9UM01	14	22773222-22829820	"Disease related genes, FDA approved drug targets, Human disease related genes, Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins, Transporters"	"Amino-acid transport, Transport"		"Disease variant, FDA approved drug targets"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"intestine: 117.6;kidney: 261.6"	"Cell type enhanced"	"Detected in many"		"Hofbauer cells: 247.6;Kupffer cells: 327.7;Macrophages: 131.4;monocytes: 264.1;Proximal enterocytes: 399.8;Proximal tubular cells: 264.5"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in many"		"intermediate monocyte: 393.7;non-classical monocyte: 447.3"	"Lineage enriched"	"Detected in many"	5	"monocytes: 447.3"	"Low cancer specificity"	"Detected in many"			"Adipose subcutaneous - Macrophages, Adipose visceral - Macrophages, Breast - Macrophages, Colon - Macrophages, Heart muscle - Macrophages, Kidney - Proximal tubular cells, Kidney - Proximal tubular cells, Lung - Macrophages, Prostate - Macrophages, Skeletal muscle - Macrophages, Stomach - Macrophages, Testis - Early spermatids, Testis - Late spermatids, Thyroid - Macrophages"	"Low region specificity"	"Detected in many"			"Low region specificity"	"Detected in many"			HPA036227	Enhanced						NA	NA			"Cluster 40: Monocytes - Innate immune response"	"Cluster 52: Kidney - Transmembrane transport"	"Cluster 20: Macrophages & Microglia - Immune response"	"Cluster 53: Squamous epithelial cells - Keratinization"	"Cluster 22: Proximal enterocytes - Digestion"				"HPA036227: AB_10696653"	"unprognostic (1.34e-1)"	"unprognostic (7.65e-2)"	"unprognostic (4.25e-2)"	"unprognostic (2.52e-1)"	"unprognostic (6.12e-2)"	"unprognostic (3.69e-2)"	"unprognostic (7.84e-3)"	"unprognostic (1.47e-1)"	"unprognostic (2.88e-2)"	"unprognostic (1.73e-2)"	"unprognostic (2.60e-3)"	"unprognostic (7.15e-2)"	"prognostic unfavorable (6.28e-6)"	"unprognostic (2.68e-3)"	"unprognostic (1.86e-2)"	"unprognostic (2.61e-1)"	"unprognostic (1.12e-1)"
SLC9A3	"NHE-3, NHE3"	ENSG00000066230	"Solute carrier family 9 member A3"	P48764	5	470456-524449	"Disease related genes, FDA approved drug targets, Human disease related genes, Metabolic proteins, Predicted membrane proteins, Transporters"	"Antiport, Ion transport, Sodium transport, Transport"		"Disease variant, FDA approved drug targets"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"gallbladder: 43.9;intestine: 91.0;kidney: 60.4;stomach 1: 48.7"	"Group enriched"	"Detected in some"	4	"Basal squamous epithelial cells: 8.6;Squamous epithelial cells: 7.6"	"Cancer enhanced"	"Detected in many"		"stomach cancer: 14.7"	"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in many"			"Low lineage specificity"	"Detected in many"			"Low cancer specificity"	"Detected in all"			"Kidney - Ascending Loop of Henle cells, Stomach - Parietal cells"	"Region enriched"	"Detected in single"	14	"cerebellum: 4.1"	"Low region specificity"	"Detected in many"			"HPA036493, HPA036669"	Enhanced		Supported	"Plasma membrane"			NA	NA			"Cluster 43: Non-specific - Transcription & Translation"	"Cluster 55: Kidney & Intestine - Metabolism"	"Cluster 37: Neurons - Mixed function"	"Cluster 57: Stomach & Colon cancer - Digestion"	"Cluster 49: Non-specific - Transcription"	1	"Plasma membrane"		"HPA036493: AB_10673353, HPA036669: AB_10670843"	"unprognostic (1.27e-1)"	"unprognostic (4.88e-1)"	"unprognostic (9.35e-3)"	"unprognostic (1.11e-1)"	"unprognostic (2.37e-1)"	"unprognostic (3.35e-1)"	"unprognostic (2.51e-1)"	"unprognostic (9.40e-2)"	"prognostic unfavorable (8.49e-4)"	"unprognostic (5.18e-2)"	"unprognostic (1.29e-1)"	"unprognostic (3.69e-2)"	"unprognostic (3.84e-1)"	"unprognostic (1.30e-1)"	"unprognostic (1.04e-1)"	"unprognostic (1.24e-2)"	"unprognostic (1.32e-1)"
SMCO3	"C12orf69, LOC440087"	ENSG00000179256	"Single-pass membrane protein with coiled-coil domains 3"	A2RU48	12	14804650-14814182	"Predicted membrane proteins"				"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"cervix: 3.3;kidney: 2.8"	"Cell type enhanced"	"Detected in some"		"Cholangiocytes: 1.9;Collecting duct cells: 1.9;Distal tubular cells: 9.2;Prostatic glandular cells: 1.8;Proximal tubular cells: 6.0;Schwann cells: 4.5"	"Cancer enhanced"	"Detected in some"		"prostate cancer: 3.4"	"Low region specificity"	"Detected in some"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enriched"	"Detected in single"	5	"Rhabdoid: 1.4"	"Kidney - Podocytes, Liver - Hepatocytes"	"Low region specificity"	"Detected in all"			"Region enriched"	"Detected in single"	7	"spinal cord: 3.3"	"HPA040574, HPA047804"	Uncertain		Approved	"Plasma membrane,Cytosol"			NA	NA				"Cluster 51: Thyroid gland - Unknown function"	"Cluster 28: Oligodendrocytes - Mixed function"	"Cluster 5: Rhabdoid - Unknown function"	"Cluster 38: Proximal tubular cells - Transmembrane transport"	3	"Plasma membrane"	Cytosol	"HPA040574: AB_2677026, HPA047804: AB_2680160"	"unprognostic (1.16e-1)"	"unprognostic (2.09e-4)"	"unprognostic (2.40e-4)"	"unprognostic (5.10e-2)"	"unprognostic (3.88e-2)"	"unprognostic (6.45e-2)"	"unprognostic (4.43e-2)"	"unprognostic (2.86e-2)"	"unprognostic (1.52e-1)"	"unprognostic (1.32e-1)"	"unprognostic (7.31e-2)"	"unprognostic (3.66e-2)"	"unprognostic (1.48e-8)"	"unprognostic (2.85e-1)"	"unprognostic (7.53e-3)"	"unprognostic (2.05e-1)"	"unprognostic (1.38e-1)"
SMIM34	SMIM34A	ENSG00000243627	"Small integral membrane protein 34"	A8MWV9	21	34418715-34423951	"Predicted membrane proteins"				"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"kidney: 6.8"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Group enriched"	"Detected in some"	6	"lung cancer: 1.3;prostate cancer: 3.9"						"Not detected"	"Not detected"			HPA029085	Uncertain						NA	NA				"Cluster 52: Kidney - Transmembrane transport"	"Cluster 17: Choroid plexus - Cilium"	"Cluster 10: Ciliated cells - Ion channel activity"					"HPA029085: AB_10669867"																	
SMIM35	TMPRSS4-AS1	ENSG00000255274	"Small integral membrane protein 35"	A0A1B0GVV1	11	118003634-118088299	"Predicted membrane proteins"				"Evidence at transcript level"	"Evidence at transcript level"	"No human protein/transcript evidence"	"Evidence at transcript level"	"Tissue enhanced"	"Detected in some"		"bone marrow: 1.3;kidney: 1.2"	"Cell type enriched"	"Detected in some"	11	"Microglial cells: 17.0"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in single"			"Immune cell enhanced"	"Detected in single"		"T-reg: 1.6"	"Low lineage specificity"	"Detected in single"			"Not detected"	"Not detected"			"Thyroid - T-cells"	"Group enriched"	"Detected in some"	5	"basal ganglia: 1.2;olfactory bulb: 3.5"	"Region enriched"	"Detected in some"	6	"basal ganglia: 10.4"								NA	NA			"Cluster 16: Non-specific - Cell proliferation"	"Cluster 81: Lymphoid tissue & Bone marrow - Innate immune response"	"Cluster 23: Choroid plexus - Mixed function"	"Cluster 59: Leukemia - T-cell receptor"	"Cluster 76: Oligodendrocyte precursor - Unknown function"						"unprognostic (8.83e-2)"	"unprognostic (3.42e-2)"	"unprognostic (2.64e-1)"		"unprognostic (1.58e-1)"		"unprognostic (3.04e-4)"		"unprognostic (2.92e-1)"	"unprognostic (1.09e-1)"			"unprognostic (1.64e-1)"			"unprognostic (1.88e-1)"
SMIM6	"C17orf110, ELN"	ENSG00000259120	"Small integral membrane protein 6"	P0DI80	17	75646243-75647975	"Predicted membrane proteins, Transporters"				"Evidence at transcript level"	"Evidence at transcript level"	"No human protein/transcript evidence"	"Evidence at transcript level"	"Tissue enhanced"	"Detected in many"		"fallopian tube: 23.3;kidney: 21.5;stomach 1: 32.3;testis: 25.3"	"Cell type enriched"	"Detected in many"	4	"Late spermatids: 1339.9"	"Cancer enhanced"	"Detected in many"		"endometrial cancer: 12.6"	"Low region specificity"	"Detected in all"			"Immune cell enriched"	"Detected in single"	42	"plasmacytoid DC: 34.2"	"Lineage enriched"	"Detected in single"	42	"dendritic cells: 34.2"	"Cancer enhanced"	"Detected in many"		"Gastric cancer: 9.2;Kidney cancer: 9.2"	"Colon - Colon enterocytes, Kidney - Intercalated cells, Lung - Respiratory ciliated cells, Stomach - Gastric mucous cells, Testis - Late spermatids"									HPA065721	Uncertain		Approved	Nucleoplasm			Yes	NA			"Cluster 44: Plasmacytoid DCs - Plasma membrane proteins"	"Cluster 46: Testis - Spermatogenesis"	"Cluster 11: White matter - Signal transduction"	"Cluster 57: Stomach & Colon cancer - Digestion"	"Cluster 11: Late spermatids - Unknown function"		Nucleoplasm		"HPA065721: AB_2685546"	"unprognostic (4.34e-2)"	"unprognostic (3.08e-2)"	"unprognostic (7.07e-2)"	"prognostic favorable (1.49e-4)"	"unprognostic (3.42e-1)"	"unprognostic (1.22e-2)"	"unprognostic (6.53e-2)"	"unprognostic (1.94e-1)"	"unprognostic (1.13e-3)"	"unprognostic (1.01e-1)"	"unprognostic (3.76e-2)"	"unprognostic (8.06e-2)"	"prognostic favorable (4.09e-4)"	"unprognostic (2.77e-1)"	"unprognostic (1.38e-1)"	"unprognostic (2.58e-2)"	"prognostic favorable (1.64e-4)"
SPAG5	"DEEPEST, hMAP126, MAP126"	ENSG00000076382	"Sperm associated antigen 5"	Q96R06	17	28577565-28599025	"Predicted intracellular proteins"	"Cell cycle, Cell division, Mitosis"			"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"bone marrow: 37.4;kidney: 36.7;testis: 71.9"	"Cell type enhanced"	"Detected in many"		"Early spermatids: 119.7;Erythroid cells: 31.1;Late spermatids: 34.2;Spermatocytes: 61.2"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Group enriched"	"Detected in many"	6	"basophil: 11.7;T-reg: 5.0"	"Group enriched"	"Detected in many"	6	"granulocytes: 11.7;T-cells: 5.0"	"Low cancer specificity"	"Detected in all"			"Kidney - Proximal tubular cells, Kidney - Proximal tubular cells, Lung - Mitotic cells (Lung), Skin - Mitotic cells (Skin), Stomach - Mitotic cells (Stomach), Testis - Early spermatids"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in some"			"HPA022008, HPA022479, HPA024418"	Approved		Supported	"Nuclear bodies,Mitotic spindle,Cytosol"			Yes	Yes			"Cluster 16: Non-specific - Cell proliferation"	"Cluster 4: Testis - Basic cellular processes"	"Cluster 32: Cerebral cortex - Mixed function"	"Cluster 27: Breast cancer - Unknown function"	"Cluster 52: Non-specific - Cell proliferation"	40	"Nuclear bodies, Mitotic spindle"	Cytosol	"HPA022008: AB_1853519, HPA022479: AB_1853521, HPA024418: "	"unprognostic (4.71e-2)"	"unprognostic (1.32e-1)"	"unprognostic (5.31e-3)"	"unprognostic (2.32e-3)"	"unprognostic (3.50e-1)"	"unprognostic (1.55e-1)"	"prognostic unfavorable (5.43e-5)"	"unprognostic (3.37e-3)"	"unprognostic (4.84e-3)"	"unprognostic (5.97e-2)"	"prognostic unfavorable (3.02e-4)"	"unprognostic (3.49e-2)"	"prognostic unfavorable (5.43e-13)"	"unprognostic (2.64e-1)"	"unprognostic (1.66e-1)"	"unprognostic (2.90e-2)"	"unprognostic (2.01e-1)"
SPP1	"BNSP, BSPI, ETA-1, OPN"	ENSG00000118785	"Secreted phosphoprotein 1"	P10451	4	87975667-87983532	"Cancer-related genes, Plasma proteins, Predicted secreted proteins"	"Biomineralization, Cell adhesion"	Cytokine	"Cancer-related genes"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"brain: 1980.6;gallbladder: 2349.6;kidney: 3486.9;placenta: 2701.1"	"Cell type enriched"	"Detected in many"	6	"Hofbauer cells: 52047.2"	"Group enriched"	"Detected in all"	4	"glioma: 1690.9;renal cancer: 1385.1"	"Low region specificity"	"Detected in all"			"Immune cell enriched"	"Detected in some"	11	"neutrophil: 26.6"	"Lineage enriched"	"Detected in single"	266	"granulocytes: 26.6"	"Cancer enhanced"	"Detected in many"		"Gallbladder cancer: 4186.2;Kidney cancer: 2365.8"	"Adipose subcutaneous - Macrophages"	"Region enhanced"	"Detected in all"		"pons and medulla: 317.0"	"Low region specificity"	"Detected in all"			"HPA027540, HPA027541"	Enhanced		Enhanced	"Golgi apparatus"	"Secreted to blood"	Cytokine	NA	NA	114000000	73000000	"Cluster 4: Neutrophils - Degranulation"	"Cluster 34: Non-specific - Mixed function"	"Cluster 30: White matter - Myelination"	"Cluster 15: Kidney cancer - Membrane components"	"Cluster 58: Macrophages - Innate immune response"	7	"Golgi apparatus"		"HPA027540: AB_10600222, HPA027541: AB_10601446"	"unprognostic (4.74e-2)"	"prognostic unfavorable (9.52e-4)"	"unprognostic (1.13e-3)"	"unprognostic (2.04e-1)"	"unprognostic (2.31e-2)"	"unprognostic (6.96e-3)"	"prognostic unfavorable (2.84e-6)"	"unprognostic (2.46e-3)"	"unprognostic (7.86e-2)"	"unprognostic (1.90e-2)"	"prognostic unfavorable (5.89e-4)"	"unprognostic (4.31e-2)"	"unprognostic (2.55e-1)"	"unprognostic (7.19e-2)"	"unprognostic (1.57e-1)"	"unprognostic (3.48e-1)"	"unprognostic (2.63e-2)"
SSC4D	"S4D-SRCRB, SRCRB-S4D, SRCRB4D"	ENSG00000146700	"Scavenger receptor cysteine rich family member with 4 domains"	Q8WTU2	7	76389334-76409697	"Predicted secreted proteins"				"Evidence at protein level"	"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in some"		"kidney: 2.6;parathyroid gland: 6.8;pituitary gland: 2.5"	"Cell type enhanced"	"Detected in some"		"Collecting duct cells: 11.7;Granulosa cells: 3.8;Spermatogonia: 3.7"	"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"testis cancer: 9.9"	"Adipose subcutaneous - Adipocytes (Subcutaneous), Adipose visceral - Adipocytes (Visceral), Breast - Adipocytes (Breast)"	"Low region specificity"	"Detected in many"			"Not detected"	"Not detected"			HPA062611	Uncertain				"Secreted - unknown location"	"No annotated function"	NA	NA		980000		"Cluster 24: Parathyroid gland - Vesicular transport"	"Cluster 23: Choroid plexus - Mixed function"	"Cluster 15: Kidney cancer - Membrane components"	"Cluster 10: Muller glia cells - Visual perception"				"HPA062611: AB_2684807"	"unprognostic (3.39e-2)"	"unprognostic (1.78e-1)"	"unprognostic (1.20e-2)"	"prognostic unfavorable (2.83e-6)"	"prognostic unfavorable (7.08e-4)"	"unprognostic (3.52e-2)"	"unprognostic (3.78e-2)"	"unprognostic (2.28e-1)"	"unprognostic (1.49e-2)"	"unprognostic (8.49e-3)"	"unprognostic (3.18e-1)"	"unprognostic (3.72e-2)"	"prognostic unfavorable (4.71e-4)"	"unprognostic (2.59e-1)"	"unprognostic (3.90e-1)"	"unprognostic (2.56e-2)"	"unprognostic (1.73e-2)"
STK32B	"HSA250839, STK32, STKG6, YANK2"	ENSG00000152953	"Serine/threonine kinase 32B"	Q9NY57	4	5051480-5500994	"Enzymes, Predicted intracellular proteins"		"Kinase, Serine/threonine-protein kinase, Transferase"		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"kidney: 14.5;lymphoid tissue: 19.0"	"Cell type enhanced"	"Detected in many"		"Early spermatids: 108.1;Late spermatids: 47.5;Microglial cells: 25.9;Oligodendrocyte precursor cells: 158.9;Oocytes: 52.9"	"Cancer enhanced"	"Detected in many"		"renal cancer: 6.8"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"Adrenocortical cancer: 31.6;skin cancer: 22.2"	"Adipose subcutaneous - Adipose progenitor cells, Adipose visceral - Adipose progenitor cells, Heart muscle - Fibroblasts, Lung - Fibroblast_2, Skeletal muscle - Fibroblasts"	"Low region specificity"	"Detected in many"			"Low region specificity"	"Detected in many"			HPA015820			Approved	"Nucleoplasm,Nuclear bodies,Cytosol"			NA	NA			"Cluster 8: Plasmacytoid DCs - Unknown function"	"Cluster 16: Non-specific - Transcription"	"Cluster 41: Monoamines - Neurotransmitter signalling"	"Cluster 69: Skin cancer - ECM organization"	"Cluster 76: Oligodendrocyte precursor - Unknown function"		"Nucleoplasm, Nuclear bodies"	Cytosol	"HPA015820: AB_1858913"	"unprognostic (4.48e-2)"	"unprognostic (1.02e-1)"	"unprognostic (6.08e-2)"	"unprognostic (1.35e-1)"	"unprognostic (8.12e-3)"	"unprognostic (9.96e-2)"	"unprognostic (1.64e-4)"	"unprognostic (1.27e-1)"	"unprognostic (1.27e-1)"	"unprognostic (1.70e-1)"	"unprognostic (2.54e-1)"	"unprognostic (8.82e-2)"	"prognostic favorable (1.63e-8)"	"unprognostic (8.10e-3)"	"unprognostic (5.04e-2)"	"unprognostic (3.62e-2)"	"unprognostic (1.67e-3)"
SUCLG1		ENSG00000163541	"Succinate-CoA ligase GDP/ADP-forming subunit alpha"	P53597	2	84423528-84460045	"Citric acid cycle related proteins, Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins"	"Tricarboxylic acid cycle"	Ligase	"Disease variant, Primary mitochondrial disease"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in all"		"kidney: 533.4"	"Cell type enhanced"	"Detected in all"		"Distal tubular cells: 771.4;Proximal enterocytes: 644.2;Proximal tubular cells: 3002.5"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Adipose subcutaneous - Adipocytes (Subcutaneous), Adipose visceral - Adipocytes (Visceral), Breast - Adipocytes (Breast), Heart muscle - Cardiomyocytes, Kidney - Proximal tubular cells, Thyroid - Thyroid glandular cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA036683, HPA036684"	Enhanced		Approved	"Plasma membrane,Mitochondria,Cytosol"	"Intracellular and membrane"	Enzyme	NA	NA		350000	"Cluster 42: Non-specific - Vesicular transport"	"Cluster 55: Kidney & Intestine - Metabolism"	"Cluster 21: Non-specific - Metabolism"	"Cluster 26: Non-specific - Mitochondria & RNA binding"	"Cluster 56: Proximal tubular cells - Amino acid metabolism"	1	Mitochondria	"Plasma membrane, Cytosol"	"HPA036683: AB_10671708, HPA036684: AB_2675248"	"unprognostic (6.84e-3)"	"unprognostic (7.16e-3)"	"unprognostic (2.58e-3)"	"prognostic unfavorable (5.23e-4)"	"unprognostic (1.02e-1)"	"unprognostic (2.11e-1)"	"unprognostic (3.63e-2)"	"unprognostic (3.49e-2)"	"unprognostic (1.02e-1)"	"unprognostic (2.00e-1)"	"unprognostic (2.36e-2)"	"unprognostic (9.24e-2)"	"prognostic favorable (2.21e-8)"	"unprognostic (4.94e-2)"	"unprognostic (2.08e-1)"	"unprognostic (2.81e-2)"	"unprognostic (1.23e-1)"
SUGCT	"C7orf10, DERP13, FLJ11808, ORF19"	ENSG00000175600	"Succinyl-CoA:glutarate-CoA transferase"	Q9HAC7	7	40135005-40860763	"Disease related genes, Enzymes, Human disease related genes, Potential drug targets, Predicted intracellular proteins"		Transferase	"Disease variant, Glutaricaciduria"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Tissue enhanced"	"Detected in many"		"kidney: 42.8;liver: 27.6"	"Cell type enhanced"	"Detected in many"		"Astrocytes: 72.1;Early spermatids: 36.6;Inhibitory neurons: 37.0;Oligodendrocyte precursor cells: 54.7;Proximal tubular cells: 67.9"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in single"		"naive CD4 T-cell: 1.4"	"Low lineage specificity"	"Detected in single"			"Low cancer specificity"	"Detected in many"			"Heart muscle - Cardiomyocytes, Kidney - Proximal tubular cells, Liver - Hepatocytes, Testis - Early spermatids"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA026698, HPA026704, HPA026705"	Enhanced						NA	NA				"Cluster 1: Liver & Kidney - Metabolism"	"Cluster 3: Choroid plexus - Cilium"	"Cluster 9: Skin cancer - Melanin biosynthesis"	"Cluster 32: Smooth muscle cells - Muscle contraction"				"HPA026698: AB_10600191, HPA026704: AB_10600230, HPA026705: AB_10601003"	"unprognostic (4.66e-3)"	"unprognostic (3.45e-2)"	"unprognostic (2.06e-2)"	"unprognostic (3.32e-3)"	"unprognostic (5.26e-2)"	"unprognostic (1.06e-1)"	"unprognostic (1.14e-3)"	"unprognostic (1.75e-2)"	"unprognostic (2.61e-1)"	"unprognostic (1.80e-1)"	"unprognostic (5.27e-3)"	"unprognostic (7.65e-2)"	"prognostic favorable (3.93e-7)"	"unprognostic (2.62e-2)"	"unprognostic (3.38e-1)"	"unprognostic (3.41e-3)"	"prognostic unfavorable (2.53e-4)"
