Gene	"Gene synonym"	Ensembl	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"	Evidence	"HPA evidence"	"UniProt evidence"	"NeXtProt evidence"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA tissue specific nTPM"	"RNA single cell type specificity"	"RNA single cell type distribution"	"RNA single cell type specificity score"	"RNA single cell type specific nTPM"	"RNA cancer specificity"	"RNA cancer distribution"	"RNA cancer specificity score"	"RNA cancer specific FPKM"	"RNA brain regional specificity"	"RNA brain regional distribution"	"RNA brain regional specificity score"	"RNA brain regional specific nTPM"	"RNA blood cell specificity"	"RNA blood cell distribution"	"RNA blood cell specificity score"	"RNA blood cell specific nTPM"	"RNA blood lineage specificity"	"RNA blood lineage distribution"	"RNA blood lineage specificity score"	"RNA blood lineage specific nTPM"	"RNA cell line specificity"	"RNA cell line distribution"	"RNA cell line specificity score"	"RNA cell line specific nTPM"	"RNA tissue cell type enrichment"	"RNA mouse brain regional specificity"	"RNA mouse brain regional distribution"	"RNA mouse brain regional specificity score"	"RNA mouse brain regional specific nTPM"	"RNA pig brain regional specificity"	"RNA pig brain regional distribution"	"RNA pig brain regional specificity score"	"RNA pig brain regional specific nTPM"	Antibody	"Reliability (IH)"	"Reliability (Mouse Brain)"	"Reliability (IF)"	"Subcellular location"	"Secretome location"	"Secretome function"	"CCD Protein"	"CCD Transcript"	"Blood concentration - Conc. blood IM [pg/L]"	"Blood concentration - Conc. blood MS [pg/L]"	"Blood expression cluster"	"Tissue expression cluster"	"Brain expression cluster"	"Cell line expression cluster"	"Single cell expression cluster"	Interactions	"Subcellular main location"	"Subcellular additional location"	"Antibody RRID"	"Pathology prognostics - Breast cancer"	"Pathology prognostics - Cervical cancer"	"Pathology prognostics - Colorectal cancer"	"Pathology prognostics - Endometrial cancer"	"Pathology prognostics - Glioma"	"Pathology prognostics - Head and neck cancer"	"Pathology prognostics - Liver cancer"	"Pathology prognostics - Lung cancer"	"Pathology prognostics - Melanoma"	"Pathology prognostics - Ovarian cancer"	"Pathology prognostics - Pancreatic cancer"	"Pathology prognostics - Prostate cancer"	"Pathology prognostics - Renal cancer"	"Pathology prognostics - Stomach cancer"	"Pathology prognostics - Testis cancer"	"Pathology prognostics - Thyroid cancer"	"Pathology prognostics - Urothelial cancer"
ATP6V1B1	"ATP6B1, RTA1B, VATB, Vma2, VPP3"	ENSG00000116039	"ATPase H+ transporting V1 subunit B1"	P15313	2	70935900-70965431	"Disease related genes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins, Transporters"	"Hydrogen ion transport, Ion transport, Transport"		"Deafness, Disease variant"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in many"	4	"kidney: 123.9;salivary gland: 135.6"	"Cell type enhanced"	"Detected in some"		"Cytotrophoblasts: 29.0;Distal tubular cells: 79.9;Melanocytes: 12.0;Secretory cells: 16.1"	"Group enriched"	"Detected in many"	5	"ovarian cancer: 94.7;renal cancer: 23.9"	"Low region specificity"	"Detected in many"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"breast cancer: 14.7;ovarian cancer: 9.8"	"Kidney - Intercalated cells, Skin - Eccrine sweat gland cells"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			"CAB009523, HPA031847"	Enhanced		Approved	"Nucleoplasm,Nuclear membrane"			No	NA				"Cluster 52: Kidney - Transmembrane transport"	"Cluster 37: Neurons - Mixed function"	"Cluster 53: Squamous epithelial cells - Keratinization"	"Cluster 24: Cytotrophoblasts - Mitochondria"	8	"Nucleoplasm, Nuclear membrane"		"CAB009523: AB_677577, HPA031847: AB_2674072"	"unprognostic (2.28e-2)"	"unprognostic (6.02e-2)"	"unprognostic (2.20e-5)"	"unprognostic (1.15e-2)"	"unprognostic (3.96e-1)"	"unprognostic (1.31e-1)"	"unprognostic (2.22e-2)"	"unprognostic (2.17e-1)"	"unprognostic (1.19e-2)"	"unprognostic (1.48e-1)"	"unprognostic (2.94e-2)"	"unprognostic (1.40e-1)"	"unprognostic (1.33e-3)"	"unprognostic (1.03e-1)"	"unprognostic (2.70e-1)"	"unprognostic (3.63e-5)"	"unprognostic (1.97e-2)"
CCNP	"CNTD2, FLJ13265"	ENSG00000105219	"Cyclin P"	Q9H8S5	19	40222208-40226697	"Predicted intracellular proteins"				"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at transcript level"	"Evidence at transcript level"	"Group enriched"	"Detected in some"	4	"brain: 6.3;kidney: 4.7;liver: 3.6;pituitary gland: 1.7"	"Cell type enhanced"	"Detected in some"		"Collecting duct cells: 11.7;Oligodendrocyte precursor cells: 4.7;Oocytes: 23.5;Syncytiotrophoblasts: 5.4"	"Low cancer specificity"	"Detected in many"			"Region enhanced"	"Detected in many"		"cerebellum: 7.4"	"Immune cell enriched"	"Detected in single"	46	"basophil: 4.5"	"Lineage enriched"	"Detected in single"	46	"granulocytes: 4.5"	"Cancer enhanced"	"Detected in some"		"Gallbladder cancer: 6.0"						"Not detected"	"Not detected"			HPA045615	Uncertain						NA	NA			"Cluster 46: Basophils - Proteolysis"	"Cluster 65: Cerebellum - Nervous system development"	"Cluster 35: Non-specific - DNA binding"	"Cluster 7: Liver cancer - Metabolism"	"Cluster 42: Ciliated cells - Cilium assembly"				"HPA045615: AB_2679390"	"unprognostic (1.69e-2)"	"unprognostic (1.17e-1)"	"unprognostic (4.41e-2)"	"unprognostic (1.07e-2)"	"unprognostic (9.79e-4)"	"unprognostic (5.27e-2)"	"unprognostic (3.10e-2)"	"unprognostic (1.26e-1)"	"unprognostic (1.93e-1)"	"unprognostic (1.23e-1)"	"unprognostic (2.23e-1)"	"unprognostic (9.43e-3)"	"unprognostic (1.97e-2)"	"unprognostic (3.10e-1)"	"unprognostic (7.65e-2)"	"unprognostic (1.61e-1)"	"unprognostic (2.10e-2)"
CLCN5	"ClC-5, CLC5, DENTS, hCIC-K2, hClC-K2, NPHL1, NPHL2, XLRH, XRN"	ENSG00000171365	"Chloride voltage-gated channel 5"	P51795	X	49922596-50099235	"Disease related genes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters"	"Antiport, Ion transport, Transport"		"Disease variant"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in many"	4	"epididymis: 23.1;kidney: 44.6;liver: 16.4"	"Cell type enhanced"	"Detected in many"		"dendritic cells: 49.2;Microglial cells: 44.7"	"Cancer enhanced"	"Detected in all"		"renal cancer: 9.0"	"Low region specificity"	"Detected in all"			"Immune cell enhanced"	"Detected in some"		"myeloid DC: 2.6;plasmacytoid DC: 2.8"	"Low lineage specificity"	"Detected in single"			"Low cancer specificity"	"Detected in all"			"Kidney - Ascending Loop of Henle cells, Liver - Hepatocytes"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA000401, HPA003213"	Uncertain		Supported	"Golgi apparatus,Plasma membrane,Cytosol"			NA	NA			"Cluster 8: Plasmacytoid DCs - Unknown function"	"Cluster 52: Kidney - Transmembrane transport"	"Cluster 41: Monoamines - Neurotransmitter signalling"	"Cluster 33: Sarcoma - Muscle contraction"	"Cluster 2: Skeletal myocytes - Muscle contraction"	1	"Golgi apparatus, Plasma membrane"	Cytosol	"HPA000401: AB_1078531, HPA003213: AB_2666843"	"unprognostic (3.33e-2)"	"unprognostic (6.15e-2)"	"unprognostic (3.13e-1)"	"unprognostic (1.57e-1)"	"unprognostic (7.59e-2)"	"unprognostic (1.27e-1)"	"unprognostic (1.54e-1)"	"unprognostic (8.08e-3)"	"unprognostic (1.60e-1)"	"unprognostic (5.21e-2)"	"prognostic favorable (5.20e-4)"	"unprognostic (3.59e-2)"	"prognostic favorable (2.05e-8)"	"unprognostic (7.87e-3)"	"unprognostic (1.07e-1)"	"unprognostic (1.25e-1)"	"unprognostic (3.60e-2)"
CLDN10	"CPETRL3, OSP-L"	ENSG00000134873	"Claudin 10"	P78369	13	95433604-95579759	"Disease related genes, Human disease related genes, Predicted intracellular proteins, Predicted membrane proteins"	"Ion transport, Transport"		"Disease variant, Ichthyosis"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in many"	4	"brain: 90.0;kidney: 131.4;pancreas: 210.3;salivary gland: 88.9"	"Cell type enhanced"	"Detected in many"		"Basal respiratory cells: 195.9;Cholangiocytes: 366.3;Ductal cells: 407.3;Glandular and luminal cells: 268.3;Ionocytes: 353.1;Oocytes: 322.8;Proximal tubular cells: 231.5;Secretory cells: 194.7;Serous glandular cells: 193.5"	"Cancer enhanced"	"Detected in many"		"pancreatic cancer: 19.0"	"Low region specificity"	"Detected in all"			"Group enriched"	"Detected in some"	7	"eosinophil: 1.3;neutrophil: 4.1"	"Lineage enriched"	"Detected in single"	11	"granulocytes: 4.1"	"Cancer enriched"	"Detected in many"	5	"testis cancer: 67.6"	"Liver - Cholangiocyte, Skin - Eccrine sweat gland cells, Testis - Spermatocytes, Thyroid - Smooth muscle cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"CAB012969, HPA042348"	Enhanced						NA	NA			"Cluster 21: Neutrophils - Unknown function"	"Cluster 32: Endocrine & Neural - Unknown function"	"Cluster 40: Astrocytes - Astrocyte-neuron interactions"	"Cluster 15: Kidney cancer - Membrane components"	"Cluster 35: Respiratory epithelial cells - Unknown function"	7			"CAB012969: AB_2533386, HPA042348: AB_2677955"	"unprognostic (6.45e-2)"	"unprognostic (5.72e-2)"	"unprognostic (3.35e-1)"	"unprognostic (4.60e-2)"	"unprognostic (4.73e-2)"	"unprognostic (2.46e-3)"	"unprognostic (6.91e-2)"	"unprognostic (2.60e-1)"	"unprognostic (1.88e-1)"	"unprognostic (1.91e-3)"	"unprognostic (2.59e-3)"	"unprognostic (7.93e-2)"	"prognostic favorable (7.46e-5)"	"unprognostic (1.11e-2)"	"unprognostic (9.94e-2)"	"prognostic favorable (2.13e-4)"	"unprognostic (4.75e-3)"
EGF		ENSG00000138798	"Epidermal growth factor"	P01133	4	109912883-110013766	"Cancer-related genes, Disease related genes, FDA approved drug targets, Human disease related genes, Plasma proteins, Predicted membrane proteins, RAS pathway related proteins"		"Growth factor"	"Cancer-related genes, Disease variant, FDA approved drug targets, Primary hypomagnesemia"	"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in many"	4	"kidney: 106.4;pancreas: 86.7;skeletal muscle: 28.6"	"Cell type enhanced"	"Detected in some"		"Breast glandular cells: 13.7;Inhibitory neurons: 10.7;Muller glia cells: 22.9;Serous glandular cells: 19.1;Skeletal myocytes: 50.7"	"Low cancer specificity"	"Detected in many"			"Low region specificity"	"Detected in many"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in many"			"Lung - Alveolar cells type 2, Pancreas - Exocrine glandular cells, Prostate - Prostate glandular cells, Skin - Eccrine sweat gland cells, Testis - Early spermatids, Thyroid - Thyroid glandular cells"	"Low region specificity"	"Detected in single"			"Low region specificity"	"Detected in many"										NA	NA	209000	680000		"Cluster 68: Non-specific - Protein processing"	"Cluster 39: Astrocytes - Mixed function"	"Cluster 7: Liver cancer - Metabolism"	"Cluster 17: Breast glandular cells - Lactation"	2				"unprognostic (2.83e-2)"	"unprognostic (1.02e-2)"	"unprognostic (8.50e-3)"	"unprognostic (1.88e-3)"	"unprognostic (4.24e-2)"	"unprognostic (1.64e-3)"	"unprognostic (5.06e-4)"	"unprognostic (8.30e-2)"	"unprognostic (2.21e-3)"	"unprognostic (4.25e-2)"	"unprognostic (1.80e-2)"	"unprognostic (2.95e-1)"	"unprognostic (7.72e-3)"	"unprognostic (4.64e-5)"	"unprognostic (2.63e-1)"	"unprognostic (9.80e-5)"	"unprognostic (3.92e-3)"
ENPP6	MGC33971	ENSG00000164303	"Ectonucleotide pyrophosphatase/phosphodiesterase 6"	Q6UWR7	4	184088706-184221230	"Enzymes, Metabolic proteins, Predicted intracellular proteins"	"Lipid degradation, Lipid metabolism"	Hydrolase		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in many"	4	"brain: 27.8;kidney: 29.5;ovary: 15.6"	"Cell type enhanced"	"Detected in some"		"Oligodendrocytes: 111.6;Peritubular cells: 33.9;Proximal tubular cells: 20.6"	"Cancer enriched"	"Detected in some"	5	"glioma: 3.0"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in single"		"Myeloma: 1.3"	"Kidney - Proximal tubular cells, Kidney - Proximal tubular cells, Skeletal muscle - Fibroblasts, Testis - Peritubular cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA042740, HPA069197"	Enhanced		Approved	"Golgi apparatus"	"Intracellular and membrane"	Enzyme	NA	NA		290000		"Cluster 32: Endocrine & Neural - Unknown function"	"Cluster 30: White matter - Myelination"	"Cluster 59: Leukemia - T-cell receptor"	"Cluster 51: Oligodendrocytes - Unknown function"		"Golgi apparatus"		"HPA042740: AB_10793984, HPA069197: "	"unprognostic (4.81e-4)"	"unprognostic (1.47e-1)"	"unprognostic (3.54e-2)"	"unprognostic (1.24e-1)"	"unprognostic (2.56e-1)"	"unprognostic (6.69e-3)"	"unprognostic (3.07e-2)"	"unprognostic (1.27e-2)"	"unprognostic (1.03e-1)"	"unprognostic (1.09e-1)"	"unprognostic (7.60e-3)"	"unprognostic (3.04e-2)"	"unprognostic (1.72e-1)"	"unprognostic (2.98e-2)"	"unprognostic (2.82e-1)"	"unprognostic (3.93e-3)"	"unprognostic (2.01e-1)"
FCAMR	"CD351, FCA/MR, Fcalpha/muR, FKSG87"	ENSG00000162897	"Fc alpha and mu receptor"	Q8WWV6	1	206957965-206970625	"CD markers, Predicted membrane proteins"	"Adaptive immunity, Immunity"	Receptor		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	4	"kidney: 36.7;lymphoid tissue: 25.5"	"Group enriched"	"Detected in some"	14	"Distal tubular cells: 6.1;Proximal tubular cells: 24.0"	"Group enriched"	"Detected in some"	5	"liver cancer: 2.4;renal cancer: 5.6"	"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Kidney - Proximal tubular cells, Kidney - Proximal tubular cells, Testis - Early spermatids, Testis - Late spermatids"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in all"			HPA056505	Enhanced						NA	NA		5300000		"Cluster 52: Kidney - Transmembrane transport"		"Cluster 57: Stomach & Colon cancer - Digestion"	"Cluster 38: Proximal tubular cells - Transmembrane transport"				"HPA056505: AB_2732604"	"unprognostic (2.94e-1)"	"unprognostic (1.06e-1)"	"unprognostic (8.53e-2)"	"unprognostic (2.92e-1)"	"unprognostic (7.44e-2)"	"unprognostic (4.55e-3)"	"unprognostic (2.69e-3)"	"unprognostic (1.08e-4)"	"unprognostic (3.61e-2)"	"unprognostic (1.25e-1)"	"unprognostic (1.82e-1)"	"unprognostic (1.23e-1)"	"unprognostic (1.11e-1)"	"unprognostic (1.29e-1)"	"unprognostic (3.88e-2)"	"unprognostic (2.08e-1)"	"unprognostic (1.26e-1)"
GAL3ST1	CST	ENSG00000128242	"Galactose-3-O-sulfotransferase 1"	Q99999	22	30554635-30574665	"Enzymes, Metabolic proteins, Predicted intracellular proteins"	"Lipid metabolism, Sphingolipid metabolism"	Transferase		"Evidence at protein level"	"Evidence at transcript level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in many"	4	"brain: 63.9;intestine: 23.7;kidney: 17.9"	"Cell type enhanced"	"Detected in many"		"Cholangiocytes: 34.3;Muller glia cells: 33.8;Oligodendrocyte precursor cells: 25.0;Oligodendrocytes: 49.9;Proximal enterocytes: 42.9"	"Cancer enriched"	"Detected in many"	6	"renal cancer: 38.7"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enriched"	"Detected in many"	16	"Kidney cancer: 235.5"	"Adipose visceral - Mesothelial cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA001220, HPA077138"	Approved		Uncertain	Nucleoplasm,Vesicles	"Intracellular and membrane"	Enzyme	NA	NA				"Cluster 9: Oligodendrocytes - Myelination"	"Cluster 11: White matter - Signal transduction"	"Cluster 15: Kidney cancer - Membrane components"	"Cluster 22: Proximal enterocytes - Digestion"		Vesicles	Nucleoplasm	"HPA001220: AB_1078933, HPA077138: "	"unprognostic (2.69e-2)"	"unprognostic (3.12e-4)"	"unprognostic (5.93e-2)"	"unprognostic (1.08e-2)"	"unprognostic (2.32e-1)"	"unprognostic (6.50e-3)"	"unprognostic (1.53e-2)"	"unprognostic (2.23e-1)"	"unprognostic (2.89e-1)"	"unprognostic (5.18e-2)"	"unprognostic (1.19e-1)"	"unprognostic (4.43e-2)"	"prognostic unfavorable (1.79e-4)"	"unprognostic (2.33e-1)"	"unprognostic (4.23e-2)"	"unprognostic (1.24e-1)"	"unprognostic (3.56e-2)"
GDA	"CYPIN, GAH"	ENSG00000119125	"Guanine deaminase"	Q9Y2T3	9	72114595-72257193	"Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins"		Hydrolase		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in many"	4	"brain: 71.1;intestine: 92.1;kidney: 41.4;liver: 58.8"	"Cell type enhanced"	"Detected in many"		"Excitatory neurons: 105.6;Glandular and luminal cells: 132.5;Proximal enterocytes: 289.3;Proximal tubular cells: 80.8"	"Cancer enhanced"	"Detected in many"		"renal cancer: 13.1"	"Low region specificity"	"Detected in all"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Low cancer specificity"	"Detected in many"			"Colon - Colon enterocytes, Kidney - Proximal tubular cells, Stomach - Gastric mucous cells, Testis - Spermatogonia, Thyroid - Parafollicular cells"	"Low region specificity"	"Detected in many"			"Group enriched"	"Detected in many"	7	"amygdala: 50.6;basal ganglia: 42.2;cerebral cortex: 84.8;hippocampal formation: 98.5;olfactory bulb: 26.5"	"HPA019352, HPA024099, HPA030387"	Enhanced		Approved	Nucleoplasm			No	NA		1500000		"Cluster 25: Small intestine - Absorption"	"Cluster 51: Neurons - Mixed function"	"Cluster 15: Kidney cancer - Membrane components"	"Cluster 22: Proximal enterocytes - Digestion"	1	Nucleoplasm		"HPA019352: AB_1855593, HPA024099: AB_1855594, HPA030387: AB_10602351"	"unprognostic (2.64e-2)"	"unprognostic (7.10e-2)"	"unprognostic (2.83e-2)"	"unprognostic (2.92e-1)"	"unprognostic (4.35e-2)"	"unprognostic (8.45e-2)"	"unprognostic (2.00e-1)"	"unprognostic (5.60e-2)"	"unprognostic (3.26e-1)"	"unprognostic (1.32e-1)"	"unprognostic (1.55e-1)"	"unprognostic (5.56e-2)"	"prognostic favorable (2.66e-5)"	"unprognostic (2.23e-1)"	"unprognostic (6.70e-2)"	"unprognostic (2.77e-1)"	"unprognostic (8.30e-4)"
GGTLC3		ENSG00000274252	"Gamma-glutamyltransferase light chain family member 3"	B5MD39	22	18516344-18518161	"Metabolic proteins, Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at protein level"			"Group enriched"	"Detected in some"	4	"kidney: 10.2;thyroid gland: 7.9"	"Cell type enriched"	"Detected in single"	4	"Alveolar cells type 1: 2.9"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enriched"	"Detected in single"	5	"testis cancer: 2.1"										"HPA045635, HPA047534"	Uncertain						NA	NA				"Cluster 52: Kidney - Transmembrane transport"		"Cluster 15: Kidney cancer - Membrane components"	"Cluster 72: Alveolar cells - Lung function"				"HPA045635: AB_2679400, HPA047534: AB_2680079"													"unprognostic (1.37e-1)"			"unprognostic (2.06e-4)"	
GLUD1	"GDH, GDH1, GLUD, hGDH1"	ENSG00000148672	"Glutamate dehydrogenase 1"	P00367	10	87050202-87094843	"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins"		Oxidoreductase	"Disease variant"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in all"	4	"brain: 303.2;kidney: 273.8;liver: 892.0"	"Cell type enhanced"	"Detected in all"		"Astrocytes: 279.0;Hepatocytes: 375.8"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in many"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Breast - Fibroblasts, Kidney - Proximal tubular cells, Liver - Hepatocytes, Prostate - Prostate glandular cells"									"HPA042492, HPA044839, HPA061369"	Approved		Supported	Mitochondria	"Intracellular and membrane"	Enzyme	NA	NA		23000000	"Cluster 12: Non-specific - Mitochondrial translation"	"Cluster 69: Liver - Oxidoreductase activity"	"Cluster 19: Astrocytes - Mixed function"	"Cluster 52: Non-specific - Mitochondria"	"Cluster 78: NK-cells & T-cells - Immune system & Transcription"		Mitochondria		"HPA042492: AB_2678024, HPA044839: AB_2679107, HPA061369: AB_2684494"	"unprognostic (1.48e-1)"	"unprognostic (1.26e-2)"	"unprognostic (3.55e-1)"	"unprognostic (1.07e-1)"	"prognostic favorable (3.81e-4)"	"unprognostic (1.31e-1)"	"unprognostic (1.91e-2)"	"unprognostic (5.50e-2)"	"unprognostic (2.06e-1)"	"unprognostic (4.57e-3)"	"prognostic unfavorable (1.76e-5)"	"unprognostic (1.13e-1)"	"prognostic favorable (1.44e-6)"	"unprognostic (2.29e-1)"	"unprognostic (4.23e-2)"	"unprognostic (7.19e-2)"	"unprognostic (4.27e-2)"
HNF4A	"HNF4, MODY, MODY1, NR2A1, TCF14"	ENSG00000101076	"Hepatocyte nuclear factor 4 alpha"	P41235	20	44355699-44432845	"Disease related genes, Human disease related genes, Nuclear receptors, Predicted intracellular proteins, Transcription factors"	"Biological rhythms, Transcription, Transcription regulation"	"Activator, DNA-binding, Receptor, Repressor"	"Diabetes mellitus, Disease variant"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in some"	4	"intestine: 99.3;kidney: 44.1;liver: 114.2"	"Cell type enhanced"	"Detected in some"		"Distal enterocytes: 163.1;Enteroendocrine cells: 66.0;Hepatocytes: 174.9;Intestinal goblet cells: 67.3;Paneth cells: 89.0;Proximal enterocytes: 137.0;Proximal tubular cells: 161.2;Undifferentiated cells: 78.6"	"Cancer enhanced"	"Detected in many"		"colorectal cancer: 48.2;liver cancer: 38.4"	"Region enriched"	"Detected in all"	10	"choroid plexus: 32.2"	"Immune cell enhanced"	"Detected in single"		"basophil: 1.8"	"Low lineage specificity"	"Detected in single"			"Group enriched"	"Detected in many"	4	"Bile duct cancer: 19.2;colorectal cancer: 57.4;Gastric cancer: 33.3;liver cancer: 41.4"	"Colon - Colon enterocytes, Kidney - Proximal tubular cells, Kidney - Proximal tubular cells, Lung - Respiratory ciliated cells, Stomach - Gastric mucous cells, Testis - Early spermatids, Testis - Late spermatids"	"Not detected"	"Not detected"			"Not detected"	"Not detected"			"HPA004712, CAB019417"	Enhanced		Supported	Nucleoplasm			NA	NA				"Cluster 37: Liver & Intestine - Lipid metabolism"	"Cluster 23: Choroid plexus - Mixed function"	"Cluster 57: Stomach & Colon cancer - Digestion"	"Cluster 56: Proximal tubular cells - Amino acid metabolism"	4	Nucleoplasm		"CAB019417: AB_2295208, HPA004712: AB_1079075"	"unprognostic (2.47e-1)"	"unprognostic (3.08e-1)"	"unprognostic (2.34e-1)"	"unprognostic (2.29e-1)"	"unprognostic (8.54e-2)"	"unprognostic (1.56e-2)"	"unprognostic (6.90e-2)"	"unprognostic (4.79e-3)"	"unprognostic (2.59e-2)"	"unprognostic (3.77e-2)"	"unprognostic (2.45e-2)"	"unprognostic (1.05e-1)"	"unprognostic (2.75e-2)"	"unprognostic (8.40e-3)"	"unprognostic (2.12e-1)"		"unprognostic (2.70e-2)"
HSD11B2	SDR9C3	ENSG00000176387	"Hydroxysteroid 11-beta dehydrogenase 2"	P80365	16	67430652-67437553	"Disease related genes, Human disease related genes, Metabolic proteins, Predicted membrane proteins"	"Lipid metabolism, Steroid metabolism"	Oxidoreductase	"Disease variant"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Group enriched"	"Detected in many"	4	"intestine: 243.0;kidney: 326.2;salivary gland: 252.7"	"Cell type enhanced"	"Detected in many"		"Collecting duct cells: 140.0;Distal enterocytes: 701.0;Enteroendocrine cells: 133.5;Intestinal goblet cells: 254.5;Paneth cells: 272.9;Proximal enterocytes: 247.9;Syncytiotrophoblasts: 165.6"	"Cancer enhanced"	"Detected in all"		"renal cancer: 62.6"	"Low region specificity"	"Detected in many"			"Not detected in immune cells"	"Not detected"			"Not detected"	"Not detected"			"Cancer enhanced"	"Detected in many"		"colorectal cancer: 16.0;prostate cancer: 15.6"	"Colon - Colon enterocytes, Kidney - Intercalated cells, Liver - Hepatocytes"	"Not detected"	"Not detected"			"Low region specificity"	"Detected in some"			"CAB032443, HPA042186, HPA056385"	Enhanced		Supported	Vesicles			NA	NA				"Cluster 52: Kidney - Transmembrane transport"	"Cluster 37: Neurons - Mixed function"	"Cluster 57: Stomach & Colon cancer - Digestion"	"Cluster 5: Enterocytes - Absorption"		Vesicles		"CAB032443: AB_2233199, HPA042186: AB_2677888, HPA056385: AB_2683110"	"unprognostic (2.87e-3)"	"unprognostic (5.24e-2)"	"unprognostic (7.10e-2)"	"unprognostic (6.55e-2)"	"unprognostic (9.29e-3)"	"unprognostic (3.14e-1)"	"unprognostic (2.68e-2)"	"unprognostic (2.07e-1)"	"unprognostic (2.21e-3)"	"unprognostic (2.25e-3)"	"unprognostic (3.27e-2)"	"unprognostic (2.34e-1)"	"prognostic favorable (9.51e-5)"	"unprognostic (7.20e-2)"	"unprognostic (3.19e-1)"	"unprognostic (1.55e-2)"	"unprognostic (1.84e-1)"
